1 0 0.616 1.486
2 0 0 1.486
3 0 0.016 1.192
4 0 0.108 0.806
5 0 0.292 0.434
6 0 0.524 0.218
7 0 0.848 0.048
8 0 1.17 -0.06
9 0 1.624 -0.1
10 0 2.096 -0.044
11 0 2.526 0.14
12 0 2.882 0.418
13 0 3.14 0.806
14 0 3.24 1.23
15 0 3.212 1.594
16 0 3.112 1.904
17 0 2.988 2.168
18 0 2.788 2.368
19 0 2.48 2.538
20 0 2.742 2.694
21 0 2.926 2.926
22 0 3.05 3.234
23 0 3.066 3.544
24 0 3.02 3.854
25 0 2.88 4.178
26 0 2.65 4.41
27 0 2.388 4.55
28 0 2.08 4.658
29 0 1.76 4.71
30 0 1.418 4.704
31 0 1.048 4.642
32 0 0.754 4.504
33 0 0.492 4.272
34 0 0.33 4.056
35 0 0.216 3.822
36 0 0.138 3.514
37 0 0.108 3.204
38 0 0.678 3.204
39 0 0.708 3.482
40 0 0.814 3.78
41 0 1.03 4.014
42 0 1.268 4.136
43 0 1.576 4.192
44 0 1.87 4.144
45 0 2.064 4.054
46 0 2.264 3.916
47 0 2.384 3.712
48 0 2.44 3.454
49 0 2.416 3.202
50 0 2.31 3.002
51 0 2.126 2.848
52 0 1.864 2.74
53 0 1.618 2.708
54 0 1.402 2.708
55 0 1.264 2.724
56 0 1.264 2.214
57 0 1.572 2.198
58 0 1.834 2.182
59 0 2.126 2.12
60 0 2.354 2.012
61 0 2.526 1.826
62 0 2.604 1.61
63 0 2.63 1.372
64 0 2.612 1.108
65 0 2.538 0.91
66 0 2.372 0.712
67 0 2.102 0.554
68 0 1.852 0.474
69 0 1.594 0.436
70 0 1.312 0.474
71 0 1.048 0.558
72 0 0.87 0.726
73 0 0.704 0.96
74 0 0.616 1.238
75 1 0.016 1.192
76 1 0 1.486
77 1 0.616 1.486
78 1 0.616 1.238
79 1 0.704 0.96
80 1 0.87 0.726
81 1 1.048 0.558
82 1 1.312 0.474
83 1 1.594 0.436
84 1 1.852 0.474
85 1 2.102 0.554
86 1 2.372 0.712
87 1 2.538 0.91
88 1 2.612 1.108
89 1 2.63 1.372
90 1 2.604 1.61
91 1 2.526 1.826
92 1 2.354 2.012
93 1 2.126 2.12
94 1 1.834 2.182
95 1 1.572 2.198
96 1 1.264 2.214
97 1 1.264 2.724
98 1 1.402 2.708
99 1 1.618 2.708
100 1 1.864 2.74
101 1 2.126 2.848
102 1 2.31 3.002
103 1 2.416 3.202
104 1 2.44 3.454
105 1 2.384 3.712
106 1 2.264 3.916
107 1 2.064 4.054
108 1 1.87 4.144
109 1 1.576 4.192
110 1 1.268 4.136
111 1 1.03 4.014
112 1 0.814 3.78
113 1 0.708 3.482
114 1 0.678 3.204
115 1 0.108 3.204
116 1 0.138 3.514
117 1 0.216 3.822
118 1 0.33 4.056
119 1 0.492 4.272
120 1 0.754 4.504
121 1 1.048 4.642
122 1 1.418 4.704
123 1 1.76 4.71
124 1 2.08 4.658
125 1 2.388 4.55
126 1 2.65 4.41
127 1 2.88 4.178
128 1 3.02 3.854
129 1 3.066 3.544
130 1 3.05 3.234
131 1 2.926 2.926
132 1 2.742 2.694
133 1 2.48 2.538
134 1 2.788 2.368
135 1 2.988 2.168
136 1 3.112 1.904
137 1 3.212 1.594
138 1 3.24 1.23
139 1 3.14 0.806
140 1 2.882 0.418
141 1 2.526 0.14
142 1 2.096 -0.044
143 1 1.624 -0.1
144 1 1.17 -0.06
145 1 0.848 0.048
146 1 0.524 0.218
147 1 0.292 0.434
148 1 0.108 0.806
Faces:
 3 2 1 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4.
 77 76 75 148 147 146 145 144 143 142 141 140 139 138 137 136 135 134 133 132 131 130 129 128 127 126 125 124 123 122 121 120 119 118 117 116 115 114 113 112 111 110 109 108 107 106 105 104 103 102 101 100 99 98 97 96 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78.
 3 75 76 2.
 2 76 77 1.
 1 77 78 74.
 74 78 79 73.
 73 79 80 72.
 72 80 81 71.
 71 81 82 70.
 70 82 83 69.
 69 83 84 68.
 68 84 85 67.
 67 85 86 66.
 66 86 87 65.
 65 87 88 64.
 64 88 89 63.
 63 89 90 62.
 62 90 91 61.
 61 91 92 60.
 60 92 93 59.
 59 93 94 58.
 58 94 95 57.
 57 95 96 56.
 56 96 97 55.
 55 97 98 54.
 54 98 99 53.
 53 99 100 52.
 52 100 101 51.
 51 101 102 50.
 50 102 103 49.
 49 103 104 48.
 48 104 105 47.
 47 105 106 46.
 46 106 107 45.
 45 107 108 44.
 44 108 109 43.
 43 109 110 42.
 42 110 111 41.
 41 111 112 40.
 40 112 113 39.
 39 113 114 38.
 38 114 115 37.
 37 115 116 36.
 36 116 117 35.
 35 117 118 34.
 34 118 119 33.
 33 119 120 32.
 32 120 121 31.
 31 121 122 30.
 30 122 123 29.
 29 123 124 28.
 28 124 125 27.
 27 125 126 26.
 26 126 127 25.
 25 127 128 24.
 24 128 129 23.
 23 129 130 22.
 22 130 131 21.
 21 131 132 20.
 20 132 133 19.
 19 133 134 18.
 18 134 135 17.
 17 135 136 16.
 16 136 137 15.
 15 137 138 14.
 14 138 139 13.
 13 139 140 12.
 12 140 141 11.
 11 141 142 10.
 10 142 143 9.
 9 143 144 8.
 8 144 145 7.
 7 145 146 6.
 6 146 147 5.
 5 147 148 4.
 4 148 75 3.
